Word1,Word2,Word3,Word4,Subject
low,lowest,sharp,sharpest,gram4-superlative
low,lowest,small,smallest,gram4-superlative
low,lowest,strong,strongest,gram4-superlative
low,lowest,sweet,sweetest,gram4-superlative
low,lowest,weak,weakest,gram4-superlative
low,lowest,wide,widest,gram4-superlative
low,lowest,young,youngest,gram4-superlative
low,lowest,bad,worst,gram4-superlative
low,lowest,cold,coldest,gram4-superlative
low,lowest,dark,darkest,gram4-superlative
low,lowest,easy,easiest,gram4-superlative
low,lowest,fast,fastest,gram4-superlative
low,lowest,good,best,gram4-superlative
low,lowest,great,greatest,gram4-superlative
low,lowest,high,highest,gram4-superlative
low,lowest,hot,hottest,gram4-superlative
low,lowest,long,longest,gram4-superlative
old,oldest,sharp,sharpest,gram4-superlative
old,oldest,small,smallest,gram4-superlative
old,oldest,strong,strongest,gram4-superlative
old,oldest,sweet,sweetest,gram4-superlative
old,oldest,weak,weakest,gram4-superlative
old,oldest,wide,widest,gram4-superlative
old,oldest,young,youngest,gram4-superlative
old,oldest,bad,worst,gram4-superlative
old,oldest,cold,coldest,gram4-superlative
old,oldest,dark,darkest,gram4-superlative
old,oldest,easy,easiest,gram4-superlative
old,oldest,fast,fastest,gram4-superlative
old,oldest,good,best,gram4-superlative
old,oldest,great,greatest,gram4-superlative
old,oldest,high,highest,gram4-superlative
old,oldest,hot,hottest,gram4-superlative
old,oldest,long,longest,gram4-superlative
old,oldest,low,lowest,gram4-superlative
sharp,sharpest,small,smallest,gram4-superlative
sharp,sharpest,strong,strongest,gram4-superlative
sharp,sharpest,sweet,sweetest,gram4-superlative
sharp,sharpest,weak,weakest,gram4-superlative
sharp,sharpest,wide,widest,gram4-superlative
sharp,sharpest,young,youngest,gram4-superlative
sharp,sharpest,bad,worst,gram4-superlative
sharp,sharpest,cold,coldest,gram4-superlative
sharp,sharpest,dark,darkest,gram4-superlative
sharp,sharpest,easy,easiest,gram4-superlative
sharp,sharpest,fast,fastest,gram4-superlative
sharp,sharpest,good,best,gram4-superlative
sharp,sharpest,great,greatest,gram4-superlative
sharp,sharpest,high,highest,gram4-superlative
sharp,sharpest,hot,hottest,gram4-superlative
sharp,sharpest,long,longest,gram4-superlative
sharp,sharpest,low,lowest,gram4-superlative
sharp,sharpest,old,oldest,gram4-superlative
small,smallest,strong,strongest,gram4-superlative
small,smallest,sweet,sweetest,gram4-superlative
small,smallest,weak,weakest,gram4-superlative
small,smallest,wide,widest,gram4-superlative
small,smallest,young,youngest,gram4-superlative
small,smallest,bad,worst,gram4-superlative
small,smallest,cold,coldest,gram4-superlative
small,smallest,dark,darkest,gram4-superlative
small,smallest,easy,easiest,gram4-superlative
small,smallest,fast,fastest,gram4-superlative
small,smallest,good,best,gram4-superlative
small,smallest,great,greatest,gram4-superlative
small,smallest,high,highest,gram4-superlative
small,smallest,hot,hottest,gram4-superlative
small,smallest,long,longest,gram4-superlative
small,smallest,low,lowest,gram4-superlative
small,smallest,old,oldest,gram4-superlative
small,smallest,sharp,sharpest,gram4-superlative
strong,strongest,sweet,sweetest,gram4-superlative
strong,strongest,weak,weakest,gram4-superlative
strong,strongest,wide,widest,gram4-superlative
strong,strongest,young,youngest,gram4-superlative
strong,strongest,bad,worst,gram4-superlative
strong,strongest,cold,coldest,gram4-superlative
strong,strongest,dark,darkest,gram4-superlative
strong,strongest,easy,easiest,gram4-superlative
strong,strongest,fast,fastest,gram4-superlative
strong,strongest,good,best,gram4-superlative
strong,strongest,great,greatest,gram4-superlative
strong,strongest,high,highest,gram4-superlative
strong,strongest,hot,hottest,gram4-superlative
strong,strongest,long,longest,gram4-superlative
strong,strongest,low,lowest,gram4-superlative
strong,strongest,old,oldest,gram4-superlative
strong,strongest,sharp,sharpest,gram4-superlative
strong,strongest,small,smallest,gram4-superlative
sweet,sweetest,weak,weakest,gram4-superlative
sweet,sweetest,wide,widest,gram4-superlative
sweet,sweetest,young,youngest,gram4-superlative
sweet,sweetest,bad,worst,gram4-superlative
sweet,sweetest,cold,coldest,gram4-superlative
sweet,sweetest,dark,darkest,gram4-superlative
sweet,sweetest,easy,easiest,gram4-superlative
sweet,sweetest,fast,fastest,gram4-superlative
sweet,sweetest,good,best,gram4-superlative
sweet,sweetest,great,greatest,gram4-superlative
sweet,sweetest,high,highest,gram4-superlative
sweet,sweetest,hot,hottest,gram4-superlative
sweet,sweetest,long,longest,gram4-superlative
sweet,sweetest,low,lowest,gram4-superlative
sweet,sweetest,old,oldest,gram4-superlative
sweet,sweetest,sharp,sharpest,gram4-superlative
sweet,sweetest,small,smallest,gram4-superlative
sweet,sweetest,strong,strongest,gram4-superlative
weak,weakest,wide,widest,gram4-superlative
weak,weakest,young,youngest,gram4-superlative
weak,weakest,bad,worst,gram4-superlative
weak,weakest,cold,coldest,gram4-superlative
weak,weakest,dark,darkest,gram4-superlative
weak,weakest,easy,easiest,gram4-superlative
weak,weakest,fast,fastest,gram4-superlative
weak,weakest,good,best,gram4-superlative
weak,weakest,great,greatest,gram4-superlative
weak,weakest,high,highest,gram4-superlative
weak,weakest,hot,hottest,gram4-superlative
weak,weakest,long,longest,gram4-superlative
weak,weakest,low,lowest,gram4-superlative
weak,weakest,old,oldest,gram4-superlative
weak,weakest,sharp,sharpest,gram4-superlative
weak,weakest,small,smallest,gram4-superlative
weak,weakest,strong,strongest,gram4-superlative
weak,weakest,sweet,sweetest,gram4-superlative
wide,widest,young,youngest,gram4-superlative
wide,widest,bad,worst,gram4-superlative
wide,widest,cold,coldest,gram4-superlative
wide,widest,dark,darkest,gram4-superlative
wide,widest,easy,easiest,gram4-superlative
wide,widest,fast,fastest,gram4-superlative
wide,widest,good,best,gram4-superlative
wide,widest,great,greatest,gram4-superlative
wide,widest,high,highest,gram4-superlative
wide,widest,hot,hottest,gram4-superlative
wide,widest,long,longest,gram4-superlative
wide,widest,low,lowest,gram4-superlative
wide,widest,old,oldest,gram4-superlative
wide,widest,sharp,sharpest,gram4-superlative
wide,widest,small,smallest,gram4-superlative
wide,widest,strong,strongest,gram4-superlative
wide,widest,sweet,sweetest,gram4-superlative
wide,widest,weak,weakest,gram4-superlative
young,youngest,bad,worst,gram4-superlative
young,youngest,cold,coldest,gram4-superlative
young,youngest,dark,darkest,gram4-superlative
young,youngest,easy,easiest,gram4-superlative
young,youngest,fast,fastest,gram4-superlative
young,youngest,good,best,gram4-superlative
young,youngest,great,greatest,gram4-superlative
young,youngest,high,highest,gram4-superlative
young,youngest,hot,hottest,gram4-superlative
young,youngest,long,longest,gram4-superlative
young,youngest,low,lowest,gram4-superlative
young,youngest,old,oldest,gram4-superlative
young,youngest,sharp,sharpest,gram4-superlative
young,youngest,small,smallest,gram4-superlative
young,youngest,strong,strongest,gram4-superlative
young,youngest,sweet,sweetest,gram4-superlative
young,youngest,weak,weakest,gram4-superlative
young,youngest,wide,widest,gram4-superlative
dance,dancing,fly,flying,gram5-present-participle
dance,dancing,go,going,gram5-present-participle
dance,dancing,listen,listening,gram5-present-participle
dance,dancing,look,looking,gram5-present-participle
dance,dancing,move,moving,gram5-present-participle
dance,dancing,play,playing,gram5-present-participle
dance,dancing,run,running,gram5-present-participle
dance,dancing,say,saying,gram5-present-participle
dance,dancing,see,seeing,gram5-present-participle
dance,dancing,sing,singing,gram5-present-participle
dance,dancing,sit,sitting,gram5-present-participle
dance,dancing,think,thinking,gram5-present-participle
dance,dancing,walk,walking,gram5-present-participle
dance,dancing,write,writing,gram5-present-participle
fly,flying,go,going,gram5-present-participle
fly,flying,listen,listening,gram5-present-participle
fly,flying,look,looking,gram5-present-participle
fly,flying,move,moving,gram5-present-participle
fly,flying,play,playing,gram5-present-participle
fly,flying,run,running,gram5-present-participle
fly,flying,say,saying,gram5-present-participle
fly,flying,see,seeing,gram5-present-participle
fly,flying,sing,singing,gram5-present-participle
fly,flying,sit,sitting,gram5-present-participle
fly,flying,think,thinking,gram5-present-participle
fly,flying,walk,walking,gram5-present-participle
fly,flying,write,writing,gram5-present-participle
fly,flying,dance,dancing,gram5-present-participle
go,going,listen,listening,gram5-present-participle
go,going,look,looking,gram5-present-participle
go,going,move,moving,gram5-present-participle
go,going,play,playing,gram5-present-participle
go,going,run,running,gram5-present-participle
go,going,say,saying,gram5-present-participle
go,going,see,seeing,gram5-present-participle
go,going,sing,singing,gram5-present-participle
go,going,sit,sitting,gram5-present-participle
go,going,think,thinking,gram5-present-participle
go,going,walk,walking,gram5-present-participle
go,going,write,writing,gram5-present-participle
go,going,dance,dancing,gram5-present-participle
go,going,fly,flying,gram5-present-participle
listen,listening,look,looking,gram5-present-participle
listen,listening,move,moving,gram5-present-participle
listen,listening,play,playing,gram5-present-participle
listen,listening,run,running,gram5-present-participle
listen,listening,say,saying,gram5-present-participle
listen,listening,see,seeing,gram5-present-participle
listen,listening,sing,singing,gram5-present-participle
listen,listening,sit,sitting,gram5-present-participle
listen,listening,think,thinking,gram5-present-participle
listen,listening,walk,walking,gram5-present-participle
listen,listening,write,writing,gram5-present-participle
listen,listening,dance,dancing,gram5-present-participle
listen,listening,fly,flying,gram5-present-participle
listen,listening,go,going,gram5-present-participle
look,looking,move,moving,gram5-present-participle
look,looking,play,playing,gram5-present-participle
look,looking,run,running,gram5-present-participle
look,looking,say,saying,gram5-present-participle
look,looking,see,seeing,gram5-present-participle
look,looking,sing,singing,gram5-present-participle
look,looking,sit,sitting,gram5-present-participle
look,looking,think,thinking,gram5-present-participle
look,looking,walk,walking,gram5-present-participle
look,looking,write,writing,gram5-present-participle
look,looking,dance,dancing,gram5-present-participle
look,looking,fly,flying,gram5-present-participle
look,looking,go,going,gram5-present-participle
look,looking,listen,listening,gram5-present-participle
move,moving,play,playing,gram5-present-participle
move,moving,run,running,gram5-present-participle
move,moving,say,saying,gram5-present-participle
move,moving,see,seeing,gram5-present-participle
move,moving,sing,singing,gram5-present-participle
move,moving,sit,sitting,gram5-present-participle
move,moving,think,thinking,gram5-present-participle
move,moving,walk,walking,gram5-present-participle
move,moving,write,writing,gram5-present-participle
move,moving,dance,dancing,gram5-present-participle
move,moving,fly,flying,gram5-present-participle
move,moving,go,going,gram5-present-participle
move,moving,listen,listening,gram5-present-participle
move,moving,look,looking,gram5-present-participle
play,playing,run,running,gram5-present-participle
play,playing,say,saying,gram5-present-participle
play,playing,see,seeing,gram5-present-participle
play,playing,sing,singing,gram5-present-participle
play,playing,sit,sitting,gram5-present-participle
play,playing,think,thinking,gram5-present-participle
play,playing,walk,walking,gram5-present-participle
play,playing,write,writing,gram5-present-participle
play,playing,dance,dancing,gram5-present-participle
play,playing,fly,flying,gram5-present-participle
play,playing,go,going,gram5-present-participle
play,playing,listen,listening,gram5-present-participle
play,playing,look,looking,gram5-present-participle
play,playing,move,moving,gram5-present-participle
run,running,say,saying,gram5-present-participle
run,running,see,seeing,gram5-present-participle
run,running,sing,singing,gram5-present-participle
run,running,sit,sitting,gram5-present-participle
run,running,think,thinking,gram5-present-participle
run,running,walk,walking,gram5-present-participle
run,running,write,writing,gram5-present-participle
run,running,dance,dancing,gram5-present-participle
run,running,fly,flying,gram5-present-participle
run,running,go,going,gram5-present-participle
run,running,listen,listening,gram5-present-participle
run,running,look,looking,gram5-present-participle
run,running,move,moving,gram5-present-participle
run,running,play,playing,gram5-present-participle
say,saying,see,seeing,gram5-present-participle
say,saying,sing,singing,gram5-present-participle
say,saying,sit,sitting,gram5-present-participle
say,saying,think,thinking,gram5-present-participle
say,saying,walk,walking,gram5-present-participle
say,saying,write,writing,gram5-present-participle
say,saying,dance,dancing,gram5-present-participle
say,saying,fly,flying,gram5-present-participle
say,saying,go,going,gram5-present-participle
say,saying,listen,listening,gram5-present-participle
say,saying,look,looking,gram5-present-participle
say,saying,move,moving,gram5-present-participle
say,saying,play,playing,gram5-present-participle
say,saying,run,running,gram5-present-participle
see,seeing,sing,singing,gram5-present-participle
see,seeing,sit,sitting,gram5-present-participle
see,seeing,think,thinking,gram5-present-participle
see,seeing,walk,walking,gram5-present-participle
see,seeing,write,writing,gram5-present-participle
see,seeing,dance,dancing,gram5-present-participle
see,seeing,fly,flying,gram5-present-participle
see,seeing,go,going,gram5-present-participle
see,seeing,listen,listening,gram5-present-participle
see,seeing,look,looking,gram5-present-participle
see,seeing,move,moving,gram5-present-participle
see,seeing,play,playing,gram5-present-participle
see,seeing,run,running,gram5-present-participle
see,seeing,say,saying,gram5-present-participle
sing,singing,sit,sitting,gram5-present-participle
sing,singing,think,thinking,gram5-present-participle
sing,singing,walk,walking,gram5-present-participle
sing,singing,write,writing,gram5-present-participle
sing,singing,dance,dancing,gram5-present-participle
sing,singing,fly,flying,gram5-present-participle
sing,singing,go,going,gram5-present-participle
sing,singing,listen,listening,gram5-present-participle
sing,singing,look,looking,gram5-present-participle
sing,singing,move,moving,gram5-present-participle
sing,singing,play,playing,gram5-present-participle
sing,singing,run,running,gram5-present-participle
sing,singing,say,saying,gram5-present-participle
sing,singing,see,seeing,gram5-present-participle
sit,sitting,think,thinking,gram5-present-participle
sit,sitting,walk,walking,gram5-present-participle
sit,sitting,write,writing,gram5-present-participle
sit,sitting,dance,dancing,gram5-present-participle
sit,sitting,fly,flying,gram5-present-participle
sit,sitting,go,going,gram5-present-participle
sit,sitting,listen,listening,gram5-present-participle
sit,sitting,look,looking,gram5-present-participle
sit,sitting,move,moving,gram5-present-participle
sit,sitting,play,playing,gram5-present-participle
sit,sitting,run,running,gram5-present-participle
sit,sitting,say,saying,gram5-present-participle
sit,sitting,see,seeing,gram5-present-participle
sit,sitting,sing,singing,gram5-present-participle
think,thinking,walk,walking,gram5-present-participle
think,thinking,write,writing,gram5-present-participle
think,thinking,dance,dancing,gram5-present-participle
think,thinking,fly,flying,gram5-present-participle
think,thinking,go,going,gram5-present-participle
think,thinking,listen,listening,gram5-present-participle
think,thinking,look,looking,gram5-present-participle
think,thinking,move,moving,gram5-present-participle
think,thinking,play,playing,gram5-present-participle
think,thinking,run,running,gram5-present-participle
think,thinking,say,saying,gram5-present-participle
think,thinking,see,seeing,gram5-present-participle
think,thinking,sing,singing,gram5-present-participle
think,thinking,sit,sitting,gram5-present-participle
walk,walking,write,writing,gram5-present-participle
walk,walking,dance,dancing,gram5-present-participle
walk,walking,fly,flying,gram5-present-participle
walk,walking,go,going,gram5-present-participle
walk,walking,listen,listening,gram5-present-participle
walk,walking,look,looking,gram5-present-participle
walk,walking,move,moving,gram5-present-participle
walk,walking,play,playing,gram5-present-participle
walk,walking,run,running,gram5-present-participle
walk,walking,say,saying,gram5-present-participle
walk,walking,see,seeing,gram5-present-participle
walk,walking,sing,singing,gram5-present-participle
walk,walking,sit,sitting,gram5-present-participle
walk,walking,think,thinking,gram5-present-participle
write,writing,dance,dancing,gram5-present-participle
write,writing,fly,flying,gram5-present-participle
write,writing,go,going,gram5-present-participle
write,writing,listen,listening,gram5-present-participle
write,writing,look,looking,gram5-present-participle
write,writing,move,moving,gram5-present-participle
write,writing,play,playing,gram5-present-participle
write,writing,run,running,gram5-present-participle
write,writing,say,saying,gram5-present-participle
write,writing,see,seeing,gram5-present-participle
write,writing,sing,singing,gram5-present-participle
write,writing,sit,sitting,gram5-present-participle
write,writing,think,thinking,gram5-present-participle
write,writing,walk,walking,gram5-present-participle
England,English,France,French,gram6-nationality-adjective
England,English,Greece,Greek,gram6-nationality-adjective
England,English,Ireland,Irish,gram6-nationality-adjective
England,English,Italy,Italian,gram6-nationality-adjective
England,English,Spain,Spanish,gram6-nationality-adjective
France,French,Greece,Greek,gram6-nationality-adjective
France,French,Ireland,Irish,gram6-nationality-adjective
France,French,Italy,Italian,gram6-nationality-adjective
France,French,Spain,Spanish,gram6-nationality-adjective
Greece,Greek,Ireland,Irish,gram6-nationality-adjective
Greece,Greek,Italy,Italian,gram6-nationality-adjective
Greece,Greek,Spain,Spanish,gram6-nationality-adjective
Greece,Greek,England,English,gram6-nationality-adjective
Greece,Greek,France,French,gram6-nationality-adjective
Ireland,Irish,Italy,Italian,gram6-nationality-adjective
Ireland,Irish,Spain,Spanish,gram6-nationality-adjective
Ireland,Irish,England,English,gram6-nationality-adjective
Ireland,Irish,France,French,gram6-nationality-adjective
Ireland,Irish,Greece,Greek,gram6-nationality-adjective
Italy,Italian,Spain,Spanish,gram6-nationality-adjective
Italy,Italian,England,English,gram6-nationality-adjective
Italy,Italian,France,French,gram6-nationality-adjective
Italy,Italian,Greece,Greek,gram6-nationality-adjective
Italy,Italian,Ireland,Irish,gram6-nationality-adjective
Spain,Spanish,England,English,gram6-nationality-adjective
Spain,Spanish,France,French,gram6-nationality-adjective
Spain,Spanish,Greece,Greek,gram6-nationality-adjective
Spain,Spanish,Ireland,Irish,gram6-nationality-adjective
Spain,Spanish,Italy,Italian,gram6-nationality-adjective
dancing,danced,falling,fell,gram7-past-tense
dancing,danced,feeding,fed,gram7-past-tense
dancing,danced,going,went,gram7-past-tense
dancing,danced,hiding,hid,gram7-past-tense
dancing,danced,knowing,knew,gram7-past-tense
dancing,danced,looking,looked,gram7-past-tense
dancing,danced,moving,moved,gram7-past-tense
dancing,danced,paying,paid,gram7-past-tense
dancing,danced,running,ran,gram7-past-tense
dancing,danced,saying,said,gram7-past-tense
dancing,danced,seeing,saw,gram7-past-tense
dancing,danced,sitting,sat,gram7-past-tense
dancing,danced,sleeping,slept,gram7-past-tense
dancing,danced,striking,struck,gram7-past-tense
dancing,danced,taking,took,gram7-past-tense
dancing,danced,thinking,thought,gram7-past-tense
dancing,danced,walking,walked,gram7-past-tense
falling,fell,feeding,fed,gram7-past-tense
falling,fell,going,went,gram7-past-tense
falling,fell,hiding,hid,gram7-past-tense
falling,fell,knowing,knew,gram7-past-tense
falling,fell,looking,looked,gram7-past-tense
falling,fell,moving,moved,gram7-past-tense
falling,fell,paying,paid,gram7-past-tense
falling,fell,running,ran,gram7-past-tense
falling,fell,saying,said,gram7-past-tense
falling,fell,seeing,saw,gram7-past-tense
falling,fell,sitting,sat,gram7-past-tense
falling,fell,sleeping,slept,gram7-past-tense
falling,fell,striking,struck,gram7-past-tense
falling,fell,taking,took,gram7-past-tense
falling,fell,thinking,thought,gram7-past-tense
falling,fell,walking,walked,gram7-past-tense
falling,fell,dancing,danced,gram7-past-tense
feeding,fed,going,went,gram7-past-tense
feeding,fed,hiding,hid,gram7-past-tense
feeding,fed,knowing,knew,gram7-past-tense
feeding,fed,looking,looked,gram7-past-tense
feeding,fed,moving,moved,gram7-past-tense
feeding,fed,paying,paid,gram7-past-tense
feeding,fed,running,ran,gram7-past-tense
feeding,fed,saying,said,gram7-past-tense
feeding,fed,seeing,saw,gram7-past-tense
feeding,fed,sitting,sat,gram7-past-tense
feeding,fed,sleeping,slept,gram7-past-tense
feeding,fed,striking,struck,gram7-past-tense
feeding,fed,taking,took,gram7-past-tense
feeding,fed,thinking,thought,gram7-past-tense
feeding,fed,walking,walked,gram7-past-tense
feeding,fed,dancing,danced,gram7-past-tense
feeding,fed,falling,fell,gram7-past-tense
going,went,hiding,hid,gram7-past-tense
going,went,knowing,knew,gram7-past-tense
going,went,looking,looked,gram7-past-tense
going,went,moving,moved,gram7-past-tense
going,went,paying,paid,gram7-past-tense
going,went,running,ran,gram7-past-tense
going,went,saying,said,gram7-past-tense
going,went,seeing,saw,gram7-past-tense
going,went,sitting,sat,gram7-past-tense
going,went,sleeping,slept,gram7-past-tense
going,went,striking,struck,gram7-past-tense
going,went,taking,took,gram7-past-tense
going,went,thinking,thought,gram7-past-tense
going,went,walking,walked,gram7-past-tense
going,went,dancing,danced,gram7-past-tense
going,went,falling,fell,gram7-past-tense
going,went,feeding,fed,gram7-past-tense
hiding,hid,knowing,knew,gram7-past-tense
hiding,hid,looking,looked,gram7-past-tense
hiding,hid,moving,moved,gram7-past-tense
hiding,hid,paying,paid,gram7-past-tense
hiding,hid,running,ran,gram7-past-tense
hiding,hid,saying,said,gram7-past-tense
hiding,hid,seeing,saw,gram7-past-tense
hiding,hid,sitting,sat,gram7-past-tense
hiding,hid,sleeping,slept,gram7-past-tense
hiding,hid,striking,struck,gram7-past-tense
hiding,hid,taking,took,gram7-past-tense
hiding,hid,thinking,thought,gram7-past-tense
hiding,hid,walking,walked,gram7-past-tense
hiding,hid,dancing,danced,gram7-past-tense
hiding,hid,falling,fell,gram7-past-tense
hiding,hid,feeding,fed,gram7-past-tense
hiding,hid,going,went,gram7-past-tense
knowing,knew,looking,looked,gram7-past-tense
knowing,knew,moving,moved,gram7-past-tense
knowing,knew,paying,paid,gram7-past-tense
knowing,knew,running,ran,gram7-past-tense
knowing,knew,saying,said,gram7-past-tense
knowing,knew,seeing,saw,gram7-past-tense
knowing,knew,sitting,sat,gram7-past-tense
knowing,knew,sleeping,slept,gram7-past-tense
knowing,knew,striking,struck,gram7-past-tense
knowing,knew,taking,took,gram7-past-tense
knowing,knew,thinking,thought,gram7-past-tense
knowing,knew,walking,walked,gram7-past-tense
knowing,knew,dancing,danced,gram7-past-tense
knowing,knew,falling,fell,gram7-past-tense
knowing,knew,feeding,fed,gram7-past-tense
knowing,knew,going,went,gram7-past-tense
knowing,knew,hiding,hid,gram7-past-tense
looking,looked,moving,moved,gram7-past-tense
looking,looked,paying,paid,gram7-past-tense
looking,looked,running,ran,gram7-past-tense
looking,looked,saying,said,gram7-past-tense
looking,looked,seeing,saw,gram7-past-tense
looking,looked,sitting,sat,gram7-past-tense
looking,looked,sleeping,slept,gram7-past-tense
looking,looked,striking,struck,gram7-past-tense
looking,looked,taking,took,gram7-past-tense
looking,looked,thinking,thought,gram7-past-tense
looking,looked,walking,walked,gram7-past-tense
looking,looked,dancing,danced,gram7-past-tense
looking,looked,falling,fell,gram7-past-tense
looking,looked,feeding,fed,gram7-past-tense
looking,looked,going,went,gram7-past-tense
looking,looked,hiding,hid,gram7-past-tense
looking,looked,knowing,knew,gram7-past-tense
moving,moved,paying,paid,gram7-past-tense
moving,moved,running,ran,gram7-past-tense
moving,moved,saying,said,gram7-past-tense
moving,moved,seeing,saw,gram7-past-tense
moving,moved,sitting,sat,gram7-past-tense
moving,moved,sleeping,slept,gram7-past-tense
moving,moved,striking,struck,gram7-past-tense
moving,moved,taking,took,gram7-past-tense
moving,moved,thinking,thought,gram7-past-tense
moving,moved,walking,walked,gram7-past-tense
moving,moved,dancing,danced,gram7-past-tense
moving,moved,falling,fell,gram7-past-tense
moving,moved,feeding,fed,gram7-past-tense
moving,moved,going,went,gram7-past-tense
moving,moved,hiding,hid,gram7-past-tense
moving,moved,knowing,knew,gram7-past-tense
moving,moved,looking,looked,gram7-past-tense
paying,paid,running,ran,gram7-past-tense
paying,paid,saying,said,gram7-past-tense
paying,paid,seeing,saw,gram7-past-tense
paying,paid,sitting,sat,gram7-past-tense
paying,paid,sleeping,slept,gram7-past-tense
paying,paid,striking,struck,gram7-past-tense
paying,paid,taking,took,gram7-past-tense
paying,paid,thinking,thought,gram7-past-tense
paying,paid,walking,walked,gram7-past-tense
paying,paid,dancing,danced,gram7-past-tense
paying,paid,falling,fell,gram7-past-tense
paying,paid,feeding,fed,gram7-past-tense
paying,paid,going,went,gram7-past-tense
paying,paid,hiding,hid,gram7-past-tense
paying,paid,knowing,knew,gram7-past-tense
paying,paid,looking,looked,gram7-past-tense
paying,paid,moving,moved,gram7-past-tense
running,ran,saying,said,gram7-past-tense
running,ran,seeing,saw,gram7-past-tense
running,ran,sitting,sat,gram7-past-tense
running,ran,sleeping,slept,gram7-past-tense
running,ran,striking,struck,gram7-past-tense
running,ran,taking,took,gram7-past-tense
running,ran,thinking,thought,gram7-past-tense
running,ran,walking,walked,gram7-past-tense
running,ran,dancing,danced,gram7-past-tense
running,ran,falling,fell,gram7-past-tense
running,ran,feeding,fed,gram7-past-tense
running,ran,going,went,gram7-past-tense
running,ran,hiding,hid,gram7-past-tense
running,ran,knowing,knew,gram7-past-tense
running,ran,looking,looked,gram7-past-tense
running,ran,moving,moved,gram7-past-tense
running,ran,paying,paid,gram7-past-tense
saying,said,seeing,saw,gram7-past-tense
saying,said,sitting,sat,gram7-past-tense
saying,said,sleeping,slept,gram7-past-tense
saying,said,striking,struck,gram7-past-tense
saying,said,taking,took,gram7-past-tense
saying,said,thinking,thought,gram7-past-tense
saying,said,walking,walked,gram7-past-tense
saying,said,dancing,danced,gram7-past-tense
saying,said,falling,fell,gram7-past-tense
saying,said,feeding,fed,gram7-past-tense
saying,said,going,went,gram7-past-tense
saying,said,hiding,hid,gram7-past-tense
saying,said,knowing,knew,gram7-past-tense
saying,said,looking,looked,gram7-past-tense
saying,said,moving,moved,gram7-past-tense
saying,said,paying,paid,gram7-past-tense
saying,said,running,ran,gram7-past-tense
seeing,saw,sitting,sat,gram7-past-tense
seeing,saw,sleeping,slept,gram7-past-tense
seeing,saw,striking,struck,gram7-past-tense
seeing,saw,taking,took,gram7-past-tense
seeing,saw,thinking,thought,gram7-past-tense
seeing,saw,walking,walked,gram7-past-tense
seeing,saw,dancing,danced,gram7-past-tense
seeing,saw,falling,fell,gram7-past-tense
seeing,saw,feeding,fed,gram7-past-tense
seeing,saw,going,went,gram7-past-tense
seeing,saw,hiding,hid,gram7-past-tense
seeing,saw,knowing,knew,gram7-past-tense
seeing,saw,looking,looked,gram7-past-tense
seeing,saw,moving,moved,gram7-past-tense
seeing,saw,paying,paid,gram7-past-tense
seeing,saw,running,ran,gram7-past-tense
seeing,saw,saying,said,gram7-past-tense
sitting,sat,sleeping,slept,gram7-past-tense
sitting,sat,striking,struck,gram7-past-tense
sitting,sat,taking,took,gram7-past-tense
sitting,sat,thinking,thought,gram7-past-tense
sitting,sat,walking,walked,gram7-past-tense
sitting,sat,dancing,danced,gram7-past-tense
sitting,sat,falling,fell,gram7-past-tense
sitting,sat,feeding,fed,gram7-past-tense
sitting,sat,going,went,gram7-past-tense
sitting,sat,hiding,hid,gram7-past-tense
sitting,sat,knowing,knew,gram7-past-tense
sitting,sat,looking,looked,gram7-past-tense
sitting,sat,moving,moved,gram7-past-tense
sitting,sat,paying,paid,gram7-past-tense
sitting,sat,running,ran,gram7-past-tense
sitting,sat,saying,said,gram7-past-tense
sitting,sat,seeing,saw,gram7-past-tense
sleeping,slept,striking,struck,gram7-past-tense
sleeping,slept,taking,took,gram7-past-tense
sleeping,slept,thinking,thought,gram7-past-tense
sleeping,slept,walking,walked,gram7-past-tense
sleeping,slept,dancing,danced,gram7-past-tense
sleeping,slept,falling,fell,gram7-past-tense
sleeping,slept,feeding,fed,gram7-past-tense
sleeping,slept,going,went,gram7-past-tense
sleeping,slept,hiding,hid,gram7-past-tense
sleeping,slept,knowing,knew,gram7-past-tense
sleeping,slept,looking,looked,gram7-past-tense
sleeping,slept,moving,moved,gram7-past-tense
sleeping,slept,paying,paid,gram7-past-tense
sleeping,slept,running,ran,gram7-past-tense
sleeping,slept,saying,said,gram7-past-tense
sleeping,slept,seeing,saw,gram7-past-tense
sleeping,slept,sitting,sat,gram7-past-tense
striking,struck,taking,took,gram7-past-tense
striking,struck,thinking,thought,gram7-past-tense
striking,struck,walking,walked,gram7-past-tense
striking,struck,dancing,danced,gram7-past-tense
striking,struck,falling,fell,gram7-past-tense
striking,struck,feeding,fed,gram7-past-tense
striking,struck,going,went,gram7-past-tense
striking,struck,hiding,hid,gram7-past-tense
striking,struck,knowing,knew,gram7-past-tense
striking,struck,looking,looked,gram7-past-tense
striking,struck,moving,moved,gram7-past-tense
striking,struck,paying,paid,gram7-past-tense
striking,struck,running,ran,gram7-past-tense
striking,struck,saying,said,gram7-past-tense
striking,struck,seeing,saw,gram7-past-tense
striking,struck,sitting,sat,gram7-past-tense
striking,struck,sleeping,slept,gram7-past-tense
taking,took,thinking,thought,gram7-past-tense
taking,took,walking,walked,gram7-past-tense
taking,took,dancing,danced,gram7-past-tense
taking,took,falling,fell,gram7-past-tense
